"a_o","armas_medios","barrios_hecho","clasificaciones_delito","conducta","curso_de_vida","descripcion_conducta","dia","dia_semana","edad","estado_civil_persona","fecha_hecho","genero","latitud","longitud","mes","movil_agresor","movil_victima","nom_comuna","orden","zona"
"2011","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","10","sábado","57","CASADO","2011-12-10T00:00:00.000","MASCULINO","7.178045669","-73.13022442","12. diciembre","A PIE","A PIE","15. Centro","85","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","24","sábado","17","SOLTERO","2011-12-24T00:00:00.000","MASCULINO","7.178045669","-73.13022442","12. diciembre","A PIE","A PIE","15. Centro","86","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","6","domingo","76","SOLTERO","2012-05-06T00:00:00.000","MASCULINO","7.125375834","-73.1155","05. mayo","A PIE","A PIE","15. Centro","87","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","1","domingo","27","SOLTERO","2012-07-01T00:00:00.000","FEMENINO","7.112317731","-73.136948","07. julio","A PIE","A PIE","15. Centro","88","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","8","domingo","33","SOLTERO","2012-07-08T00:00:00.000","MASCULINO","7.116246501","-73.128156","07. julio","A PIE","A PIE","15. Centro","89","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","16","lunes","24","SOLTERO","2012-07-16T00:00:00.000","MASCULINO","7.121748689","-73.118304","07. julio","A PIE","A PIE","15. Centro","90","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","30","jueves","50","SOLTERO","2012-08-30T00:00:00.000","MASCULINO","7.178045669","-73.13022442","08. agosto","A PIE","A PIE","15. Centro","91","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","28","jueves","33","SOLTERO","2013-02-28T00:00:00.000","MASCULINO","7.116817302","-73.124036","02. febrero","A PIE","A PIE","15. Centro","92","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","domingo","35","SOLTERO","2013-08-11T00:00:00.000","MASCULINO","7.120645358","-73.12605","08. agosto","A PIE","A PIE","15. Centro","93","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","28","sábado","16","SOLTERO","2013-12-28T00:00:00.000","MASCULINO","7.120645358","-73.12605","12. diciembre","A PIE","A PIE","15. Centro","94","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","domingo","32","SEPARADO","2014-07-20T00:00:00.000","FEMENINO","7.122594293","-73.1244885","07. julio","A PIE","A PIE","15. Centro","95","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","21","lunes","24","SOLTERO","2014-07-21T00:00:00.000","MASCULINO","7.123299593","-73.12494448","07. julio","A PIE","A PIE","15. Centro","96","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","29","martes","24","SOLTERO","2014-07-29T00:00:00.000","MASCULINO","7.117883395","-73.12632313","07. julio","A PIE","A PIE","15. Centro","97","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","7","jueves","19","SOLTERO","2014-08-07T00:00:00.000","MASCULINO","7.11464163","-73.12823287","08. agosto","A PIE","A PIE","15. Centro","98","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","16","sábado","25","SOLTERO","2014-08-16T00:00:00.000","MASCULINO","7.120448171","-73.12665036","08. agosto","A PIE","A PIE","15. Centro","99","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","27","sábado","49","UNION LIBRE","2014-09-27T00:00:00.000","MASCULINO","7.119299331","-73.12966516","09. septiembre","A PIE","A PIE","15. Centro","100","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","16","martes","24","SOLTERO","2015-06-16T00:00:00.000","MASCULINO","7.123623876","-73.12582424","06. junio","A PIE","A PIE","15. Centro","101","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","17","miércoles","35","UNION LIBRE","2015-06-17T00:00:00.000","MASCULINO","7.116453726","-73.12476209","06. junio","A PIE","A PIE","15. Centro","102","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","jueves","46","UNION LIBRE","2015-08-20T00:00:00.000","MASCULINO","7.121899218","-73.12721063","08. agosto","A PIE","A PIE","15. Centro","103","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","11","viernes","27","SOLTERO","2015-12-11T00:00:00.000","MASCULINO","7.121758158","-73.12323291","12. diciembre","PASAJERO MOTOCICLETA","A PIE","15. Centro","104","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","FEMINICIDIO","05. Adultez","ARTÍCULO 104A. FEMINICIDIO","28","domingo","31","UNION LIBRE","2016-02-28T00:00:00.000","FEMENINO","7.12250266","-73.12350131","02. febrero","A PIE","A PIE","15. Centro","105","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","sábado","24","SOLTERO","2016-03-26T00:00:00.000","MASCULINO","7.117816436","-73.12540818","03. marzo","A PIE","A PIE","15. Centro","106","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","14","jueves","40","SOLTERO","2016-07-14T00:00:00.000","MASCULINO","7.121281746","-73.12756468","07. julio","A PIE","A PIE","15. Centro","107","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","1","lunes","20","SOLTERO","2016-08-01T00:00:00.000","MASCULINO","7.12029166","-73.1275003","08. agosto","A PIE","A PIE","15. Centro","108","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","1","lunes","22","SOLTERO","2016-08-01T00:00:00.000","FEMENINO","7.119296249","-73.12472154","08. agosto","A PIE","A PIE","15. Centro","109","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","5","miércoles","18","SOLTERO","2016-10-05T00:00:00.000","MASCULINO","7.12260718","-73.12357355","10. octubre","A PIE","A PIE","15. Centro","110","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","miércoles","36","SOLTERO","2016-10-26T00:00:00.000","MASCULINO","7.122692349","-73.12734474","10. octubre","A PIE","A PIE","15. Centro","111","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","20","domingo","46","UNION LIBRE","2016-11-20T00:00:00.000","MASCULINO","7.122665733","-73.12738229","11. noviembre","A PIE","A PIE","15. Centro","112","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","miércoles","23","SOLTERO","2017-03-15T00:00:00.000","MASCULINO","7.120351249","-73.12685436","03. marzo","A PIE","A PIE","15. Centro","113","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","4","jueves","21","SOLTERO","2017-05-04T00:00:00.000","MASCULINO","7.120195845","-73.12711407","05. mayo","A PIE","A PIE","15. Centro","114","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","18","jueves","35","SOLTERO","2017-05-18T00:00:00.000","MASCULINO","7.123410956","-73.12468935","05. mayo","A PIE","A PIE","15. Centro","115","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","15","viernes","60","UNION LIBRE","2017-09-15T00:00:00.000","FEMENINO","7.123570224","-73.12571696","09. septiembre","A PIE","A PIE","15. Centro","116","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","14","sábado","19","UNION LIBRE","2018-07-14T00:00:00.000","MASCULINO","7.121270612","-73.12459522","07. julio","A PIE","A PIE","15. Centro","117","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","CENTRO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","domingo","25","UNION LIBRE","2018-07-15T00:00:00.000","MASCULINO","7.122593391","-73.12808446","07. julio","A PIE","A PIE","15. Centro","118","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","16","sábado","45","SOLTERO","2010-01-16T00:00:00.000","MASCULINO","7.156937","-73.141107","01. enero","A PIE","A PIE","03. San Francisco","119","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","9","lunes","17","SOLTERO","2014-06-09T00:00:00.000","MASCULINO","7.14079742","-73.13247676","06. junio","A PIE","CONDUCTOR MOTOCICLETA","03. San Francisco","120","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","5","martes","21","SOLTERO","2014-08-05T00:00:00.000","MASCULINO","7.139915077","-73.13230982","08. agosto","A PIE","A PIE","03. San Francisco","121","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","27","jueves","70","SOLTERO","2015-08-27T00:00:00.000","MASCULINO","7.140587993","-73.13178111","08. agosto","A PIE","A PIE","03. San Francisco","122","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","2","miércoles","29","SOLTERO","2015-09-02T00:00:00.000","FEMENINO","7.140872764","-73.1318428","09. septiembre","A PIE","A PIE","03. San Francisco","123","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CHAPINERO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","12","domingo","34","SOLTERO","2017-03-12T00:00:00.000","FEMENINO","7.140124908","-73.13166309","03. marzo","A PIE","A PIE","03. San Francisco","124","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","CHORRERAS DE DON JUAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","13","martes","42","SOLTERO","2013-08-13T00:00:00.000","MASCULINO","7.116246501","-73.128156","08. agosto","A PIE","A PIE","05. García Rovira","125","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CHORRERAS DE DON JUAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","miércoles","57","UNION LIBRE","2015-07-01T00:00:00.000","MASCULINO","7.114063652","-73.1262373","07. julio","A PIE","A PIE","05. García Rovira","126","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","CIUDAD VENECIA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","27","miércoles","27","SOLTERO","2011-04-27T00:00:00.000","MASCULINO","7.130053602","-73.11227384","04. abril","A PIE","A PIE","11. Sur","127","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","CIUDAD VENECIA","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","11","lunes","53","UNION LIBRE","2017-12-11T00:00:00.000","MASCULINO","7.089396876","-73.12392732","12. diciembre","A PIE","A PIE","11. Sur","128","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","CIUDADELA REAL DE MINAS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","20","martes","19","SOLTERO","2011-09-20T00:00:00.000","MASCULINO","43.462306","-3.80998","09. septiembre","A PIE","A PIE","07. La Ciudadela","129","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","CIUDADELA REAL DE MINAS","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","1","lunes","17","SOLTERO","2016-08-01T00:00:00.000","MASCULINO","7.10556255","-73.12383104","08. agosto","A PIE","A PIE","07. La Ciudadela","130","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CLAVERIANO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","15","jueves","19","SOLTERO","2015-01-15T00:00:00.000","MASCULINO","7.158429712","-73.13107601","01. enero","A PIE","A PIE","01. Norte","131","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CLAVERIANO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","5","jueves","30","SOLTERO","2015-03-05T00:00:00.000","MASCULINO","7.158206162","-73.13034108","03. marzo","A PIE","A PIE","01. Norte","132","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CLAVERIANO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","sábado","30","SOLTERO","2015-08-01T00:00:00.000","MASCULINO","7.158275356","-73.13121548","08. agosto","A PIE","A PIE","01. Norte","133","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CLAVERIANO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","9","domingo","28","UNION LIBRE","2015-08-09T00:00:00.000","FEMENINO","7.158546809","-73.13090671","08. agosto","A PIE","A PIE","01. Norte","134","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","CLAVERIANO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","3","sábado","19","UNION LIBRE","2015-10-03T00:00:00.000","FEMENINO","7.160404394","-73.12849809","10. octubre","A PIE","A PIE","01. Norte","135","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","14","domingo","22","SOLTERO","2016-08-14T00:00:00.000","MASCULINO","7.182173232","-73.13481737","08. agosto","A PIE","A PIE","01. Norte","136","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","26","domingo","28","SOLTERO","2017-11-26T00:00:00.000","FEMENINO","7.174688661","-73.13099734","11. noviembre","A PIE","A PIE","01. Norte","137","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","COLORADOS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","8","domingo","21","SOLTERO","2018-04-08T00:00:00.000","MASCULINO","7.178212922","-73.13400142","04. abril","A PIE","A PIE","01. Norte","138","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","COMUNEROS","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","1","martes","50","UNION LIBRE","2011-03-01T00:00:00.000","MASCULINO","7.15135927","-73.14570458","03. marzo","A PIE","A PIE","03. San Francisco","139","URBANA"
"2013","ARMA BLANCA / CORTOPUNZANTE","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","12","domingo","28","SOLTERO","2013-05-12T00:00:00.000","MASCULINO","7.137387629","-73.129278","05. mayo","A PIE","A PIE","03. San Francisco","140","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","COMUNEROS","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","30","miércoles","22","UNION LIBRE","2016-11-30T00:00:00.000","MASCULINO","7.139142848","-73.1274252","11. noviembre","A PIE","A PIE","03. San Francisco","141","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","DIAMANTE I","Lesiones fatales","FEMINICIDIO","05. Adultez","ARTÍCULO 104A. FEMINICIDIO","13","domingo","33","CASADO","2016-03-13T00:00:00.000","FEMENINO","7.091255117","-73.10782817","03. marzo","A PIE","A PIE","09. La Pedregosa","142","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","DIAMANTE I","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","27","miércoles","16","SOLTERO","2017-12-27T00:00:00.000","MASCULINO","7.090889477","-73.10823075","12. diciembre","A PIE","A PIE","09. La Pedregosa","143","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","EL CRISTAL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","domingo","23","SOLTERO","2018-02-25T00:00:00.000","MASCULINO","7.076483066","-73.11814688","02. febrero","A PIE","A PIE","10. Provenza","144","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","EL PABLON","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","12","domingo","45","UNION LIBRE","2010-09-12T00:00:00.000","MASCULINO","7.182824391","-73.14524407","09. septiembre","A PIE","A PIE","01. Norte","145","URBANA"
"2011","ARMA BLANCA / CORTOPUNZANTE","EL PORVENIR","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","12","lunes","41","CASADO","2011-12-12T00:00:00.000","MASCULINO","7.09247125","-73.12356226","12. diciembre","A PIE","A PIE","11. Sur","146","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","EL PORVENIR","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","23","domingo","16","SOLTERO","2012-12-23T00:00:00.000","MASCULINO","7.082825009","-73.135543","12. diciembre","A PIE","A PIE","11. Sur","147","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","EL PORVENIR","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","23","domingo","24","SOLTERO","2012-12-23T00:00:00.000","MASCULINO","7.082825009","-73.135543","12. diciembre","A PIE","A PIE","11. Sur","148","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","EL PORVENIR","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","11","viernes","25","UNION LIBRE","2018-05-11T00:00:00.000","MASCULINO","7.082791435","-73.13192539","05. mayo","A PIE","A PIE","11. Sur","149","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","EL PRADO","Lesiones fatales","HOMICIDIO","06. Persona Mayor","ARTÍCULO 103. HOMICIDIO","31","lunes","83","VIUDO","2012-12-31T00:00:00.000","FEMENINO","7.121347693","-73.105793","12. diciembre","A PIE","A PIE","13. Oriental","150","URBANA"
"2016","ARMA BLANCA / CORTOPUNZANTE","EL PRADO","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","13","martes","17","SOLTERO","2016-12-13T00:00:00.000","FEMENINO","7.123128836","-73.10852368","12. diciembre","A PIE","A PIE","13. Oriental","151","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","EL RETIRO","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","25","martes","41","CASADO","2012-12-25T00:00:00.000","MASCULINO","7.135844768","-73.106386","12. diciembre","A PIE","A PIE","14. Morrorico","152","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","EL ROCIO","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","25","domingo","24","SOLTERO","2018-03-25T00:00:00.000","MASCULINO","7.084059091","-73.1203989","03. marzo","A PIE","A PIE","11. Sur","153","URBANA"
"2015","ARMA BLANCA / CORTOPUNZANTE","EL ROSAL","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","28","domingo","18","SOLTERO","2015-06-28T00:00:00.000","MASCULINO","7.180219933","-73.14304402","06. junio","A PIE","A PIE","01. Norte","154","URBANA"
"2012","ARMA BLANCA / CORTOPUNZANTE","ESPERANZA I","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","7","viernes","22","UNION LIBRE","2012-12-07T00:00:00.000","FEMENINO","7.146800354","-73.125396","12. diciembre","A PIE","A PIE","02. Nor Oriental","155","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","ESPERANZA I","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","10","viernes","28","UNION LIBRE","2014-01-10T00:00:00.000","MASCULINO","7.145609214","-73.12644715","01. enero","A PIE","A PIE","02. Nor Oriental","156","URBANA"
"2018","ARMA BLANCA / CORTOPUNZANTE","ESPERANZA II","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","21","domingo","15","SOLTERO","2018-01-21T00:00:00.000","MASCULINO","7.147366063","-73.12507503","01. enero","A PIE","A PIE","02. Nor Oriental","157","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","ESPERANZA III","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","26","viernes","42","SOLTERO","2014-12-26T00:00:00.000","MASCULINO","7.148280372","-73.12628605","12. diciembre","A PIE","A PIE","02. Nor Oriental","158","URBANA"
"2017","ARMA BLANCA / CORTOPUNZANTE","FONTANA","Lesiones fatales","HOMICIDIO","04. Jovenes","ARTÍCULO 103. HOMICIDIO","7","sábado","20","SOLTERO","2017-10-07T00:00:00.000","MASCULINO","7.087552493","-73.12240101","10. octubre","A PIE","A PIE","10. Provenza","159","URBANA"
"2010","ARMA BLANCA / CORTOPUNZANTE","GAITAN","Lesiones fatales","HOMICIDIO","03. Adolescencia","ARTÍCULO 103. HOMICIDIO","16","martes","15","SOLTERO","2010-02-16T00:00:00.000","MASCULINO","7.138563059","-73.13595058","02. febrero","A PIE","A PIE","04. Occidental","160","URBANA"
"2014","ARMA BLANCA / CORTOPUNZANTE","GAITAN","Lesiones fatales","HOMICIDIO","05. Adultez","ARTÍCULO 103. HOMICIDIO","5","miércoles","34","UNION LIBRE","2014-03-05T00:00:00.000","MASCULINO","7.129981342","-73.13322778","03. marzo","A PIE","A PIE","04. Occidental","161","URBANA"
